 Posted Date, Card No., Description, Debit, Credit
12/21/2015,8446,SHELL OIL 12401642009,18,
12/19/2015,8446,WAL-MART #5270,108.79,
12/21/2015,8446,POSTSCAN MAIL,24.9,
12/21/2015,8446,POSTSCAN MAIL,24.9,
12/21/2015,8446,POSTSCAN MAIL,24.9,
12/21/2015,8446,POSTSCAN MAIL,24.9,
12/19/2015,8446,HOLIDAY OIL # 54,12.05,
12/18/2015,8446,MAVERIK #358,3.72,
12/17/2015,2788,CAPITAL ONE ONLINE PYMT AuthDate 17-DEC,,3000
12/18/2015,8446,HOLIDAY OIL # 54,40.1,
12/16/2015,8446,COMCAST SALT LKE CS 1X,116.85,
12/17/2015,8446,EXXONMOBIL 47263868,20,
12/15/2015,8446,WM SUPERCENTER #5270,36.51,
12/15/2015,8446,MAVERIK #399,38.34,
12/15/2015,1420,GOOGLE *ADWS7953673087,500,
12/14/2015,8446,HOLIDAY OIL # 54,20,
12/12/2015,8446,HLU*Hulu 72444017-U,7.99,
12/12/2015,8446,POSTSCAN MAIL,24.9,
12/12/2015,8446,POSTSCAN MAIL,24.9,
